name,url,brand,prices,specifications
"Laptop Lenovo V15 G4 IRU i5-13420H/16GB/512GB/15.6""FHD/Win 11",https://fptshop.com.vn/may-tinh-xach-tay/lenovo-v15-g4-iru-i5-13420h-83a100pmvn,Lenovo,"[{'color': 'Xám', 'price': 14790000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i5', 'Loại CPU': '13420H', 'Tốc độ CPU tối thiểu': '1.5', 'Tốc độ tối đa': '3.4 GHz', 'Số nhân': '8', 'Số luồng': '12', 'Bộ nhớ đệm': '12 MB', 'Hãng (Card Oboard)': 'Intel', 'Model (Card Oboard)': 'UHD', 'Tên đầy đủ (Card onbroad)': 'Intel UHD Graphics', 'Dung lượng RAM': '16 GB (2 thanh 8 GB)', 'Loại RAM': 'DDR4', 'Tốc độ RAM': '3200 MHz', 'Số khe cắm rời': '1', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '1', 'Hỗ trợ RAM tối đa': '16 GB', 'Kiểu ổ cứng': 'SSD', 'Loại SSD': 'Đang cập nhật', 'Dung lượng SSD': '512', 'Kích thước màn hình': '15.6 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '1920 x 1080 Pixels', 'Loại màn hình': 'Màn hình phẳng', 'Tần số quét': '0 Hãng không công bố', 'Tấm nền': 'IPS', 'Độ sáng': '300 nits', 'Độ phủ màu': '45% NTSC', 'Tỷ lệ màn hình': '16:10', 'Cổng giao tiếp': '1 USB 2.0\n1 USB 3.2 Gen 1\n1 USB 3.2 Gen 1 Type-C\n1 HDMI 1.4\n1 Jack 3.5 mm\n1 RJ45 Gigabit Ethernet\n1 Power connector', 'Wifi': 'Wifi 6', 'Bluetooth': 'v5.2', 'Webcam': 'Full HD Webcam (1080p Webcam)', 'OS': 'Windows', 'Version': 'Windows 11 Home Single Language', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': 'English International Non-backlit Keyboard', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'Không', 'TouchPad': 'Multi-touch touchpad', 'Dung lượng pin': '38 Wh', 'Power Supply': '65 W', 'Phụ kiện trong hộp': 'Bộ sạc điện\nSách HDSD', 'Kích thước': '359.2 x 235.8 x 19.9 mm', 'Trọng lượng sản phẩm': '1.65 kg', 'Bản lề (Hinge / Kickstand)': 'Bản lề đơn', 'Chất liệu': 'Nhựa', 'P/N': '83A100PMVN', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Xám'}"
"Laptop Acer Aspire 3 A315-44P-R5QG R7 5700U/16GB/512GB/15.6""FHD/Win11",https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-44p-r5qg-r7-5700u,Acer,"[{'color': 'Bạc', 'price': 11490000}]","{'Hãng CPU': 'AMD', 'Công nghệ CPU': 'Ryzen 7', 'Loại CPU': '5700U', 'Tốc độ CPU tối thiểu': '1.8', 'Tốc độ tối đa': '4.6 GHz', 'Tên đầy đủ (Card onbroad)': 'AMD Radeon Graphics', 'Dung lượng RAM': '16 GB', 'Loại RAM': 'DDR4', 'Số khe cắm rời': '2', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '0', 'Hỗ trợ RAM tối đa': '32 GB', 'Kiểu ổ cứng': 'SSD', 'Dung lượng nâng cấp tối đa ổ cứng': 'Nâng cấp tối đa 2TB (SSD M2 PCIe)', 'Loại SSD': '2 M.2 NVMe', 'Dung lượng SSD': '512', 'Kích thước màn hình': '15.6 inch', 'Công nghệ màn hình': 'FHD', 'Độ phân giải': '1920 x 1080 Pixels', 'Tần số quét': '60 Hz', 'Tấm nền': 'IPS', 'Cổng giao tiếp': '1 USB Type-C\n3 USB 3.2 Gen 1\n1 RJ45 Gigabit Ethernet\n1 Jack 3.5 mm\n1 DC-in jack', 'Wifi': 'M.2 slot only (Key E)', 'Bluetooth': 'v5.1', 'Webcam': 'HD Webcam (720p Webcam)', 'OS': 'Windows', 'Version': 'Windows 11 Home', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': 'English International Backlit Keyboard', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'Không', 'TouchPad': 'Multi-touch touchpad', 'Loại PIN': 'Pin Li-ion', 'Dung lượng pin': '3 Cell', 'Phụ kiện trong hộp': 'Cáp\nSạc', 'Kích thước': '362.9 x 241.26 x 19.9 mm', 'Trọng lượng sản phẩm': '1.7 kg', 'Chất liệu': 'Nhựa Polycarbonate', 'P/N': 'NX.KSJSV.001', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '01/2023', 'Thời gian bảo hành': '12', 'Màu sắc': 'Bạc'}"
"Laptop Asus Vivobook Gaming K3605VC-RP431W i5-13420H/16GB/512GB/16"" WUXGA/RTX 3050 4GB/W11",https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-gaming-k3605vc-rp431w-i5-13420h,Asus,"[{'color': 'Đen', 'price': 18990000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i5', 'Loại CPU': '13420H', 'Tốc độ CPU tối thiểu': '2.1', 'Tốc độ tối đa': '4.6 GHz', 'Số nhân': '8', 'Số luồng': '12', 'Bộ nhớ đệm': '12 MB', 'Hãng (Card Oboard)': 'Intel', 'Model (Card Oboard)': 'UHD', 'Tên đầy đủ (Card onbroad)': 'Intel UHD Graphics', 'Hãng (Card rời)': 'NVIDIA', 'Model (Card rời)': 'GeForce RTX 3050', 'Tên đầy đủ (Card rời)': 'NVIDIA GeForce RTX 3050 4GB GDDR6', 'Bộ nhớ': '4 GB GDDR6', 'Dung lượng RAM': '16 GB (1 thanh 16 GB)', 'Loại RAM': 'DDR4', 'Tốc độ RAM': '3200 MHz', 'Số khe cắm rời': '1', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '1', 'Hỗ trợ RAM tối đa': '24 GB', 'Kiểu ổ cứng': 'SSD', 'Tổng số khe cắm SSD/HDD': '1', 'Số khe SSD/HDD còn lại': '1 SSD', 'Dung lượng nâng cấp tối đa ổ cứng': 'Nâng cấp tối đa 1TB (SSD M2 PCIe)', 'Loại SSD': '1 M.2 NVMe', 'Dung lượng SSD': '512', 'Kích thước màn hình': '16 inch', 'Công nghệ màn hình': 'LED Backlit', 'Độ phân giải': '1920 x 1200 Pixels', 'Loại màn hình': 'Màn hình phẳng', 'Tần số quét': '144 Hz', 'Tấm nền': 'IPS', 'Độ sáng': '300 nits', 'Độ phủ màu': '45% NTSC', 'Tỷ lệ màn hình': '16:10', 'Cổng giao tiếp': 'Cổng sạc:\n2 USB 3.2 Gen 1 Type-A\n1 USB 3.2 Gen 1 Type-C\n1 HDMI 2.1\n1 Jack 3.5 mm\n1 DC-in jack\n1 Card reader', 'Wifi': 'Wifi 6E\n802.11 ax', 'Bluetooth': 'v5.3', 'Webcam': 'HD Webcam (720p Webcam)', 'Công nghệ âm thanh': 'Asus SonicMaster stereo', 'OS': 'Windows', 'Version': 'Windows 11 Home', 'Bảo mật': 'Mật khẩu\nMở khóa vân tay', 'Kiểu bàn phím': 'Backlit Chiclet Keyboard', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'Có', 'Màu đèn LED': 'Trắng', 'TouchPad': 'Precision touchpad', 'Dung lượng pin': '50 Whr', 'Power Supply': '120 W', 'Phụ kiện trong hộp': 'Sạc', 'Kích thước': '35.86 x 24.91 x 1.89 ~ 1.89 cm', 'Trọng lượng sản phẩm': '1.8 kg', 'Chất liệu': 'Vỏ máy: Nhôm', 'P/N': '90NB11D1-M00KL0', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '24', 'Màu sắc': 'Đen'}"
"Laptop Acer Aspire 7 Gaming A715-59G-57TU i5 12450H/32GB/512GB/15.6""FHD/RTX 3050 6GB/Win11",https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-59g-57tu-i5-12450h,Acer,"[{'color': 'Đen', 'price': 20990000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i5', 'Loại CPU': '12450H', 'Tốc độ tối đa': '4.40 GHz', 'Hãng (Card Oboard)': 'Intel', 'Tên đầy đủ (Card onbroad)': 'Intel UHD Graphics', 'Hãng (Card rời)': 'NVIDIA', 'Model (Card rời)': 'GeForce RTX 3050', 'Tên đầy đủ (Card rời)': 'NVIDIA GeForce RTX 3050 6GB GDDR6', 'Bộ nhớ': '6 GB GDDR6', 'Hiệu suất AI (TOPS)': '143', 'Dung lượng RAM': '32 GB', 'Loại RAM': 'DDR4', 'Số khe cắm rời': '2', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '0', 'Hỗ trợ RAM tối đa': '32 GB', 'Kiểu ổ cứng': 'SSD', 'Dung lượng nâng cấp tối đa ổ cứng': 'Nâng cấp tối đa 4TB (SSD M2 PCle)', 'Loại SSD': 'NVMe PCIe', 'Dung lượng SSD': '512 GB', 'Kích thước màn hình': '15.6 inch', 'Công nghệ màn hình': 'FHD', 'Độ phân giải': '1920 x 1080 Pixels', 'Tần số quét': '144 Hz', 'Tấm nền': 'IPS', 'Độ sáng': '250 nits', 'Độ phủ màu': '45% NTSC', 'Tỷ lệ màn hình': '16:09', 'Hỗ trợ cảm ứng': 'Không', 'Cổng giao tiếp': '2 USB Type-C\n2 USB Type-A\n1 HDMI 2.1\n1 RJ45 Gigabit Ethernet\n1 Jack 3.5 mm\n1 DC-in jack\n1 MicroSD card reader\n1 Mini Display Port', 'Wifi': '802.11 a/b/g/n/ac/ax\nDual-band (2.4 GHz/ 5 GHz)', 'Bluetooth': 'v5.1', 'Webcam': 'HD Webcam (720p Webcam)', 'OS': 'Windows', 'Version': 'Windows 11 Home Single Language', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': 'English International Backlit Keyboard', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'Có', 'TouchPad': 'Multi-touch touchpad', 'Phụ kiện trong hộp': 'Cáp\nSạc', 'Kích thước': '359.5 (W) x 238 (D) x 22.7 (H) mm', 'Trọng lượng sản phẩm': '2.66 kg', 'Chất liệu': 'Plastic\nNhôm', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '12', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen'}"
"Laptop HP Gaming Victus 16-s0173AX R5-7640HS/16GB/512GB/16"" 144Hz/GeForce RTX3050 6GB/Win11_A9LG9PA",https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-16-s0173ax-r5-7640hs-a9lg9pa,HP,"[{'color': 'Đen', 'price': 19390000}]","{'Hãng CPU': 'AMD', 'Công nghệ CPU': 'Ryzen 5', 'Loại CPU': '7640HS', 'Tốc độ CPU tối thiểu': '4.3', 'Hãng (Card Oboard)': 'AMD', 'Model (Card Oboard)': 'Radeon', 'Tên đầy đủ (Card onbroad)': 'AMD Radeon Graphics', 'Hãng (Card rời)': 'NVIDIA', 'Model (Card rời)': 'GeForce RTX 3050', 'Tên đầy đủ (Card rời)': 'NVIDIA GeForce RTX 3050 6GB', 'Dung lượng RAM': '16 GB (2 thanh 8 GB)', 'Loại RAM': 'DDR5', 'Tốc độ RAM': '4800 MHz', 'Số khe cắm rời': '2', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '0', 'Hỗ trợ RAM tối đa': '64 GB', 'Kiểu ổ cứng': 'SSD', 'Tổng số khe cắm SSD/HDD': '1', 'Dung lượng nâng cấp tối đa ổ cứng': 'Nâng cấp tối đa 2TB (SSD M2 PCIe)', 'Loại SSD': '1 M.2 NVMe', 'Dung lượng SSD': '512', 'Kích thước màn hình': '16.1 inch', 'Công nghệ màn hình': 'Anti-Glare', 'Độ phân giải': '1920 x 1080 Pixels', 'Loại màn hình': 'LED', 'Tần số quét': '144 Hz', 'Tấm nền': 'IPS', 'Độ phủ màu': '45% NTSC', 'Tỷ lệ màn hình': '16:09', 'Cổng giao tiếp': 'Cổng sạc:\n3 USB Type-A\n1 USB Type-C\n1 HDMI 2.1\n1 RJ45 Gigabit Ethernet\n1 AC\n1 headphone/microphone combo', 'Wifi': '802.11 a/b/g/n/ac/ax', 'Bluetooth': 'v5.3', 'Webcam': 'Full HD Webcam (1080p Webcam)', 'OS': 'Windows', 'Version': 'Windows 11 Home Single Language', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': '6-row, multimedia Fn keys, numeric keypad', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'LED', 'Công nghệ đèn bàn phím': 'RGB 1 Zone', 'Màu đèn LED': 'RGB', 'TouchPad': 'Multi-touch touchpad', 'Dung lượng pin': '70 WHrs', 'Power Supply': '200 W', 'Phụ kiện trong hộp': 'Dây cáp sạc', 'Kích thước': '36.9 x 25.94 x 2.29 cm', 'Trọng lượng sản phẩm': '2.33 kg', 'Chất liệu': 'Vỏ máy: Nhựa', 'P/N': 'A9LG9PA', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành': '12', 'Màu sắc': 'Đen'}"
"Laptop Lenovo Ideapad Slim 3 - 15IRH10 i5 13420H/24GB/512GB/15.3"" WUXGA/Win 11",https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-15irh10-83k1000gvn,Lenovo,"[{'color': 'Xám', 'price': 15790000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i5', 'Loại CPU': '13420H', 'Tốc độ CPU tối thiểu': '2.1', 'Tốc độ tối đa': '4.6 GHz', 'Số nhân': '8', 'Số luồng': '12', 'Bộ nhớ đệm': '12 MB', 'Hãng (Card Oboard)': 'Intel', 'Model (Card Oboard)': 'UHD', 'Tên đầy đủ (Card onbroad)': 'Intel UHD Graphics', 'Dung lượng RAM': '24 GB', 'Loại RAM': 'DDR5', 'Tốc độ RAM': '4800 MHz', 'Số khe cắm rời': '1', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '1', 'Hỗ trợ RAM tối đa': '24 GB', 'Kiểu ổ cứng': 'SSD', 'Loại SSD': '1 M2. PCIe', 'Dung lượng SSD': '512', 'Kích thước màn hình': '15.3 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '1920 x 1200 Pixels', 'Loại màn hình': 'Màn hình phẳng', 'Tần số quét': '60 Hz', 'Tấm nền': 'IPS', 'Độ sáng': '300 nits', 'Độ phủ màu': '45% NTSC', 'Cổng giao tiếp': '2 USB Type-A\n1 USB Type-C\n1 HDMI 1.4\n1 headphone/microphone combo\n1 Power connector\n1 SD Card', 'Wifi': 'Wifi 6', 'Bluetooth': 'v5.2', 'Webcam': 'HD Webcam (720p Webcam)', 'OS': 'Windows', 'Version': 'Windows 11 Home Single Language', 'Bảo mật': 'Mở khóa bằng mật mã', 'Kiểu bàn phím': 'English International Non-backlit Keyboard', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'Không', 'TouchPad': 'Multi-touch touchpad', 'Dung lượng pin': '60 Wh', 'Power Supply': '65 W', 'Phụ kiện trong hộp': 'Bộ sạc điện\nSách HDSD', 'Kích thước': '343.4 x 239.5 x 16.9-17.9 mm', 'Trọng lượng sản phẩm': '1.63 kg', 'Chất liệu': 'Nhựa\nNhôm', 'P/N': '83K1000GVN', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Xám'}"
"Laptop Masstel E140 Celeron N4120/4GB/128GB/14""HD/Win10",https://fptshop.com.vn/may-tinh-xach-tay/masstel-e140-celeron-n4120,Masstel,"[{'color': 'Xám', 'price': 3590000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Celeron', 'Loại CPU': 'N4120', 'Tốc độ CPU tối thiểu': '1.1 Ghz', 'Tốc độ tối đa': '2.6 GHz', 'Số nhân': '4', 'Số luồng': '4', 'Bộ nhớ đệm': 'MB', 'Hãng (Card Oboard)': 'Intel', 'Model (Card Oboard)': 'UHD', 'Tên đầy đủ (Card onbroad)': 'Intel UHD Graphics', 'Bộ nhớ': 'Share', 'Dung lượng RAM': '4 GB', 'Loại RAM': 'DDR4', 'Tốc độ RAM': '2400 MHz', 'Số khe cắm rời': '0', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '1', 'Hỗ trợ RAM tối đa': '4 GB', 'Kiểu ổ cứng': 'SSD', 'Tổng số khe cắm SSD/HDD': '1 SSD', 'Số khe SSD/HDD còn lại': '0', 'Loại SSD': 'M.2 SATA', 'Dung lượng SSD': '128 GB', 'Kích thước màn hình': '14.0 inch', 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': '1366 x 768 Pixels', 'Loại màn hình': 'LED', 'Tần số quét': '60 Hz', 'Tấm nền': 'IPS', 'Độ sáng': '250 nits', 'Hỗ trợ cảm ứng': 'Có', 'Cổng giao tiếp': '1 Jack 3.5 mm\n1 HDMI\n2 USB 3.0', 'Wifi': '802.11 b/g/n', 'OS': 'Windows', 'Version': 'Windows 10 Pro', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': 'Chiclet Keyboard', 'Bàn phím số': 'Không', 'Đèn bàn phím': 'Không', 'TouchPad': 'Multi-touch touchpad', 'Loại PIN': 'Lithium-ion', 'Dung lượng pin': '37 Wh', 'Phụ kiện trong hộp': 'Bộ sạc điện\nSách HDSD', 'Kích thước': '329 x 220 x 18.7 mm', 'Trọng lượng sản phẩm': '1.39 kg', 'Chất liệu': 'Vỏ máy: Nhựa', 'P/N': 'E140', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành': '18', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Xám'}"
"Laptop HP 15-fd0305TU i3-1315U/8GB/256GB/15.6""FHD/Win11_A2NL6PA",https://fptshop.com.vn/may-tinh-xach-tay/hp-15-fd0305tu-i3-1315u-a2nl6pa,HP,"[{'color': 'Vàng', 'price': 10890000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i3', 'Loại CPU': '1315U', 'Tốc độ CPU tối thiểu': '1.2', 'Tốc độ tối đa': '4.5 GHz', 'Hãng (Card Oboard)': 'Intel', 'Model (Card Oboard)': 'UHD', 'Tên đầy đủ (Card onbroad)': 'Intel UHD Graphics', 'Dung lượng RAM': '8 GB (1 thanh 8 GB)', 'Loại RAM': 'DDR4', 'Tốc độ RAM': '3200 MHz', 'Số khe cắm rời': '2', 'Số khe RAM còn lại': '1', 'Số RAM onboard': '1', 'Hỗ trợ RAM tối đa': '16 GB', 'Kiểu ổ cứng': 'SSD', 'Tổng số khe cắm SSD/HDD': '1', 'Số khe SSD/HDD còn lại': '0', 'Dung lượng nâng cấp tối đa ổ cứng': 'Nâng cấp tối đa 2TB (SSD M2 PCIe)', 'Loại SSD': '1 M.2 NVMe', 'Dung lượng SSD': '256', 'Kích thước màn hình': '15.6 inch', 'Công nghệ màn hình': 'Led', 'Độ phân giải': '1920 x 1080 Pixels', 'Loại màn hình': 'Màn hình phẳng', 'Tần số quét': '60', 'Tấm nền': 'Đang cập nhật', 'Độ phủ màu': '45% NTSC', 'Tỷ lệ màn hình': '16:09', 'Cổng giao tiếp': 'Cổng sạc:\n2 USB 3.2 Gen 1\n1 USB Type-A\n1 USB 3.2 Gen 1 Type-A\n1 HDMI', 'Wifi': '802.11 ax', 'Bluetooth': 'v5.3', 'Webcam': 'HP TrueVision Webcam', 'OS': 'Windows', 'Version': 'Windows 11 Home', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': '6-row, multimedia Fn keys, numeric keypad', 'Bàn phím số': 'Có', 'Đèn bàn phím': 'Không', 'TouchPad': 'Multi-touch touchpad', 'Loại PIN': 'Pin Li-ion', 'Dung lượng pin': '3 Cell', 'Power Supply': '45 W', 'Phụ kiện trong hộp': 'Dây cáp sạc', 'Kích thước': '35.98 x 23.6 x 1.86 cm', 'Trọng lượng sản phẩm': '1.59 kg', 'Chất liệu': 'Vỏ máy: Nhựa', 'P/N': 'A2NL6PA', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành': '12', 'Màu sắc': 'Vàng'}"
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-13-2024-8cpu-8gpu-16gb-256gb,Apple,"[{'color': 'Vàng', 'price': 21490000}, {'color': '', 'price': 21090000}, {'color': '', 'price': 21490000}, {'color': '', 'price': 21490000}]","{'Hãng CPU': 'Apple', 'Công nghệ CPU': 'M2', 'Loại CPU': '8 - Core', 'Tốc độ CPU tối thiểu': '2.3', 'Dung lượng RAM': '16 GB', 'Loại RAM': 'LPDDR4', 'Số khe cắm rời': '0', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '1', 'Hỗ trợ RAM tối đa': '16 GB', 'Kiểu ổ cứng': 'SSD', 'Loại SSD': '1 Hãng không công bố', 'Dung lượng SSD': '256', 'Kích thước màn hình': '13.6 inch', 'Công nghệ màn hình': 'Retina', 'Độ phân giải': '2560 x 1644 Pixels', 'Tần số quét': '60 Hz', 'Tấm nền': 'IPS', 'Cổng giao tiếp': '2 Type C', 'Wifi': '802.11 ax', 'Bluetooth': 'v5.0', 'Webcam': 'Full HD Webcam (1080p Webcam)', 'OS': 'macOS', 'Version': 'Ventura', 'Bảo mật': 'Mở khóa vân tay', 'Kiểu bàn phím': 'English International Backlit Keyboard', 'Bàn phím số': 'Không', 'Đèn bàn phím': 'LED', 'TouchPad': 'Multi-touch touchpad', 'Loại PIN': 'Lithium polymer', 'Dung lượng pin': '22 Giờ', 'Phụ kiện trong hộp': 'Adapter\nDây cáp sạc', 'Kích thước': '30.41 x 21.5 x 1.13 cm', 'Trọng lượng sản phẩm': '1.24 kg', 'Chất liệu': 'Vỏ: Kim loại', 'P/N': 'MC7V4SA/A', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành': '12 tháng', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Bạc'}"
"Laptop MSI Gaming Thin15 B13UC-2044VN i7-13620H/16GB/512GB/15.6""FHD/RTX3050 4GB/Win11_Balo",https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin15-b13uc-2044vn-i7-13620h,MSI,"[{'color': 'Xám', 'price': 19190000}]","{'Hãng CPU': 'Intel', 'Công nghệ CPU': 'Core i7', 'Loại CPU': '13620H', 'Tốc độ CPU tối thiểu': '2.4', 'Tốc độ tối đa': '4.9 GHz', 'Số nhân': '10', 'Số luồng': '16', 'Bộ nhớ đệm': '24 MB', 'Hãng (Card rời)': 'NVIDIA', 'Model (Card rời)': 'GeForce RTX 3050', 'Tên đầy đủ (Card rời)': 'NVIDIA GeForce RTX 3050 4GB', 'Bộ nhớ': '4 GB', 'Hiệu suất AI (TOPS)': '143', 'Dung lượng RAM': '16 GB (2 thanh 8 GB)', 'Loại RAM': 'DDR4', 'Tốc độ RAM': '3200 MHz', 'Số khe cắm rời': '2', 'Số khe RAM còn lại': '0', 'Số RAM onboard': '0', 'Hỗ trợ RAM tối đa': '64 GB', 'Kiểu ổ cứng': 'SSD', 'Tổng số khe cắm SSD/HDD': '1', 'Số khe SSD/HDD còn lại': '0', 'Loại SSD': '1 M2. PCIe', 'Dung lượng SSD': '512', 'Chuẩn M2': '2280', 'Kích thước màn hình': '15.6 inch', 'Công nghệ màn hình': 'Anti-Glare LED-Backlit Display', 'Độ phân giải': '1920 x 1200 Pixels', 'Loại màn hình': 'Màn hình phẳng', 'Tần số quét': '144 Hz', 'Tấm nền': 'IPS', 'Độ phủ màu': '45% NTSC', 'Tỷ lệ màn hình': '16:09', 'Cổng giao tiếp': '1 USB Type-C\n3 USB Type-A\n1 HDMI\n1 RJ45 Gigabit Ethernet', 'Wifi': 'Wifi 6E', 'Bluetooth': 'v5.2', 'Webcam': 'HD Webcam (720p Webcam)', 'OS': 'Windows', 'Version': 'Windows 11 Home Single Language', 'Bảo mật': 'Mật khẩu', 'Kiểu bàn phím': '6-row, multimedia Fn keys', 'Bàn phím số': 'Không', 'Đèn bàn phím': 'LED', 'Công nghệ đèn bàn phím': 'Đơn sắc', 'TouchPad': 'Multi-touch touchpad', 'Loại PIN': 'Lithium polymer', 'Dung lượng pin': '52.4 Wh', 'Power Supply': '120 W', 'Phụ kiện trong hộp': 'Bộ sạc điện\nBalo', 'Kích thước': '359 x 254 x 21.7 mm', 'Trọng lượng sản phẩm': '1.86 kg', 'Chất liệu': 'Nhựa', 'P/N': 'Thin15 B13UC-2044VN', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '04/2024', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Xám'}"
